wkt_geom;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq;distance;angle
Point (431757.39326030318625271 4581781.18577375262975693);431761.103;4581777.792;30.056;-42;T00445Z;N00270W;N00274A;1;Ciutat Vella;11450;17502;Carrer;Carrer Antic de Sant Joan;14 <=> 20;1;Ciutat Vella;11460;17502;Carrer;Carrer Antic de Sant Joan;7 <=> 13 - 15;10;132.4492858267706
Point (431764.77201062923995778 4581774.43640017975121737);431761.103;4581777.792;30.056;-42;T00445Z;N00270W;N00274A;1;Ciutat Vella;11450;17502;Carrer;Carrer Antic de Sant Joan;14 <=> 20;1;Ciutat Vella;11460;17502;Carrer;Carrer Antic de Sant Joan;7 <=> 13 - 15;20;132.4492858267706
Point (431772.15076095535187051 4581767.6870266068726778);431761.103;4581777.792;30.056;-42;T00445Z;N00270W;N00274A;1;Ciutat Vella;11450;17502;Carrer;Carrer Antic de Sant Joan;14 <=> 20;1;Ciutat Vella;11460;17502;Carrer;Carrer Antic de Sant Joan;7 <=> 13 - 15;30;132.4492858267706
Point (431756.64112278516404331 4581735.63101699389517307);431760.24;4581742.645;15.766;62.84;T00422S;N00272Y;N00273Z;1;Ciutat Vella;11430;152100;Carrer;Carrer Guillem;4 - 2;1;Ciutat Vella;11420;152100;Carrer;Carrer Guillem;3 <=> 5;0;27.16031539903542
Point (431761.20594062231248245 4581744.52834457624703646);431760.24;4581742.645;15.766;62.84;T00422S;N00272Y;N00273Z;1;Ciutat Vella;11430;152100;Carrer;Carrer Guillem;4 - 2;1;Ciutat Vella;11420;152100;Carrer;Carrer Guillem;3 <=> 5;10;27.16031539903542
Point (431749.28912762773688883 4581606.15087421797215939);431757.29;4581619.602;31.301;59.25;T00413R;N00173W;N00263X;1;Ciutat Vella;11371;198203;Avinguda;Avinguda Marquès de l'Argentera;2;1;Ciutat Vella;11380;198203;Avinguda;Avinguda Marquès de l'Argentera;1;0;30.745703186261377
Point (431754.40141397475963458 4581614.74532174598425627);431757.29;4581619.602;31.301;59.25;T00413R;N00173W;N00263X;1;Ciutat Vella;11371;198203;Avinguda;Avinguda Marquès de l'Argentera;2;1;Ciutat Vella;11380;198203;Avinguda;Avinguda Marquès de l'Argentera;1;10;30.745703186261377
Point (431759.513700321840588 4581623.33976927306503057);431757.29;4581619.602;31.301;59.25;T00413R;N00173W;N00263X;1;Ciutat Vella;11371;198203;Avinguda;Avinguda Marquès de l'Argentera;2;1;Ciutat Vella;11380;198203;Avinguda;Avinguda Marquès de l'Argentera;1;20;30.745703186261377
Point (431764.62598666886333376 4581631.93421680107712746);431757.29;4581619.602;31.301;59.25;T00413R;N00173W;N00263X;1;Ciutat Vella;11371;198203;Avinguda;Avinguda Marquès de l'Argentera;2;1;Ciutat Vella;11380;198203;Avinguda;Avinguda Marquès de l'Argentera;1;30;30.745703186261377
Point (431749.67466399411205202 4581676.66597939375787973);431756.079;4581689.826;29.272;64.05;T00473D;N00276C;N00309U;1;Ciutat Vella;11400;264705;Carrer;Carrer Pou de l'Estany;2 <=> 4;1;Ciutat Vella;11400;264705;Carrer;Carrer Pou de l'Estany;1 <=> 5;0;25.95010427722752
Point (431754.05054670094978064 4581685.65773397963494062);431756.079;4581689.826;29.272;64.05;T00473D;N00276C;N00309U;1;Ciutat Vella;11400;264705;Carrer;Carrer Pou de l'Estany;2 <=> 4;1;Ciutat Vella;11400;264705;Carrer;Carrer Pou de l'Estany;1 <=> 5;10;25.95010427722752
Point (431758.4264294077293016 4581694.64948856551200151);431756.079;4581689.826;29.272;64.05;T00473D;N00276C;N00309U;1;Ciutat Vella;11400;264705;Carrer;Carrer Pou de l'Estany;2 <=> 4;1;Ciutat Vella;11400;264705;Carrer;Carrer Pou de l'Estany;1 <=> 5;20;25.95010427722752
Point (431732.08509465970564634 4581868.52540656365454197);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;0;134.85364056350983
Point (431739.17420209961710498 4581861.47242452017962933);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;10;134.85364056350983
Point (431746.26330953952856362 4581854.41944247670471668);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;20;134.85364056350983
Point (431753.35241697944002226 4581847.36646043322980404);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;30;134.85364056350983
Point (431760.4415244193514809 4581840.3134783897548914);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;40;134.85364056350983
Point (431767.53063185926293954 4581833.26049634627997875);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;50;134.85364056350983
Point (431774.61973929917439818 4581826.20751430280506611);431755.759;4581844.972;66.791;315.15;T00455B;N00298I;N00295F;1;Ciutat Vella;11510;85309;Plaça;Plaça Comercial;9 <=> 11;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;60;134.85364056350983
Point (431751.18302364484407008 4581723.69304004032164812);431753.948;4581722.463;6.053;336.01;T00475F;N00271X;N00308T;1;Ciutat Vella;11400;254009;Carrer;Carrer Pescateria;2 <=> 8;1;Ciutat Vella;11430;254009;Carrer;Carrer Pescateria;3 <=> 9;0;113.99079517504197
Point (431726.27301262127002701 4581990.50563733000308275);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;0;135.62681382848274
Point (431733.26630160259082913 4581983.35763696487993002);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;10;135.62681382848274
Point (431740.2595905838534236 4581976.20963659882545471);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;20;135.62681382848274
Point (431747.25287956517422572 4581969.06163623370230198);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;30;135.62681382848274
Point (431754.24616854643682018 4581961.91363586857914925);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;40;135.62681382848274
Point (431761.2394575277576223 4581954.76563550252467394);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;50;135.62681382848274
Point (431768.23274650902021676 4581947.61763513740152121);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;60;135.62681382848274
Point (431775.22603549034101889 4581940.46963477227836847);431753.933;4581962.233;79.105;-46;T00491F;N00322R;N00323S;1;Ciutat Vella;11500;85207;Carrer;Carrer Comercial;2;1;Ciutat Vella;11490;85207;Carrer;Carrer Comercial;1 <=> 9;70;135.62681382848274
Point (431751.18302364484407008 4581723.69304004032164812);431753.912;4581729.662;13.127;65.43;T00421R;N00271X;N00272Y;1;Ciutat Vella;11430;152100;Carrer;Carrer Guillem;4 - 2;1;Ciutat Vella;11410;152100;Carrer;Carrer Guillem;1;0;24.57010197504549
